BEDS,BATH,SQFT_LOG,ZIPCODE,SUBLOCALITY,BROKERTITLE,TYPE,LATITUDE,LONGITUDE,PRICE_CATEGORY
3,1.0,3.339293966003392,10128,New York,Sotheby's International Realty - Downtown Manhattan,Co-op for sale,40.7772709,-73.9477614,Cheap
1,2.0,3.0,10022,New York County,Brown Harris Stevens,Co-op for sale,40.7556274,-73.9614685,Mid
3,2.0,3.417471693203293,10019,New York,Corcoran West Side,Condo for sale,40.7688045,-73.9862514,Expensive
1,1.0,2.8129133566428557,10010,New York,Other,Co-op for sale,40.7395218,-73.9802307,Mid
3,4.0,3.4533183400470375,11235,Kings County,Douglas Elliman - 575 Madison Ave,Pending,40.5789619,-73.9430773,Expensive
6,3.0,3.5429498488141786,10471,Bronx County,Exp Realty,Multi-family home for sale,40.8961697,-73.8978853,Mid
2,2.0,3.0322157032979815,11216,Kings County,5 Boro Realty Corp,House for sale,40.6764806,-73.9446731,Mid
1,1.0,2.787460474518415,10305,Staten Island,DiTommaso Real Estate,Condo for sale,40.6109595,-74.060351,Cheap
4,4.0,3.339293966003392,10028,New York County,Coldwell Banker Warburg,Townhouse for sale,40.7750765,-73.9495633,Expensive
1,1.0,2.8603380065709936,11204,Brooklyn,Ilite Realty Inc,Co-op for sale,40.6086157,-73.9765291,Cheap
5,3.0,3.339293966003392,11233,Kings County,Keystone Realty USA Corp,Multi-family home for sale,40.6748665,-73.908063,Mid
1,1.0,2.88930170250631,11209,Brooklyn,Weichert Properties,Co-op for sale,40.6347771,-74.0316533,Cheap
3,4.0,3.707058940627596,10013,New York,COMPASS,Condo for sale,40.7251196,-74.0049023,Expensive
3,2.0,3.1749315935284423,11209,Kings County,Other,House for sale,40.6246037,-74.0368286,Mid
1,1.0,2.9030899869919438,11354,Queens,NoBroker,Co-op for sale,40.7741978,-73.8256676,Cheap
2,1.0,2.8129133566428557,11208,Brooklyn,KELLER WILLIAMS REALTY LANDMARK II,Pending,40.657696,-73.8764091,Cheap
1,1.0,3.339293966003392,11214,Brooklyn,Douglas Elliman - 664 Fulton,Co-op for sale,40.6047809,-73.9920476,Cheap
1,1.0,2.9030899869919438,10471,New York,Brown Harris Stevens- 3531 Johnson Avenue,Co-op for sale,40.9127295,-73.9022248,Cheap
3,1.0,3.339293966003392,11429,Queens County,Other,House for sale,40.7079268,-73.7400399,Mid
4,4.0,3.339293966003392,10023,New York,Coldwell Banker Warburg,Co-op for sale,40.7753983,-73.9769193,Expensive
3,2.0,3.1179338350396413,10308,Richmond County,Other,Contingent,40.5513508,-74.1356934,Mid
3,2.0,3.090610707828407,10303,Richmond County,Momentum Real Estate Llc,House for sale,40.6338588,-74.1528287,Mid
4,4.0,3.3521825181113627,10309,Richmond County,J Milo Real Estate,Multi-family home for sale,40.5355587,-74.2075918,Mid
3,1.0,2.6532125137753435,10016,New York,Other,Co-op for sale,40.7467649,-73.976998,Cheap
3,3.0,3.2750808984568587,10004,New York,Other,Condo for sale,40.7069489,-74.0169068,Expensive
3,2.0,3.0962145853464054,10305,Richmond County,"Robert DeFalco Realty, Inc.",House for sale,40.5981713,-74.0732699,Mid
4,2.0,3.406540180433955,10461,Bronx County,Douglas Elliman - 3544 Johnson Ave,House for sale,40.8475868,-73.853875,Mid
3,2.0,3.146128035678238,10461,Bronx County,Pantiga Group Inc.,House for sale,40.846624,-73.8520911,Mid
4,3.0,3.2523675144598987,11228,Kings County,RE MAX Real Estate Professionals,Pending,40.6197363,-74.0177331,Expensive
2,2.0,3.247973266361807,10024,New York,Corcoran Park Avenue South,Co-op for sale,40.7899034,-73.9774703,Expensive
4,2.0,3.27207378750001,10309,Richmond County,J Milo Real Estate,Contingent,40.5248784,-74.2121776,Mid
1,1.0,2.8129133566428557,11209,Brooklyn,RE MAX Edge,Co-op for sale,40.617279,-74.0267532,Cheap
3,2.3738608579684373,3.2764618041732443,11233,Kings County,5 Boro Realty Corp,House for sale,40.6783124,-73.928113,Mid
1,1.0,3.339293966003392,11355,Queens,E Realty International Corp,Co-op for sale,40.7528774,-73.8211834,Cheap
4,4.0,3.5185139398778875,10469,Bronx County,Today Realty Corp.,House for sale,40.8580056,-73.8365535,Mid
3,1.0,3.339293966003392,11207,Brooklyn,Keller Williams Realty Liberty,Condo for sale,40.6570179,-73.8781548,Cheap
3,2.0,3.250420002308894,11209,Kings County,"BEN BAY REALTY CO OF BAY RIDGE, LLC",House for sale,40.6117545,-74.0323281,Mid
3,2.0,3.339293966003392,11224,Brooklyn,Douglas Elliman - 664 Fulton,Co-op for sale,40.5794182,-73.9709078,Mid
3,2.3738608579684373,3.339293966003392,11429,Queens County,EXIT REALTY FIRST CHOICE,Land for sale,40.7066981,-73.7439122,Cheap
1,1.0,2.929418925714293,11432,Queens,Flat Rate Realty Of Queens Ltd,Co-op for sale,40.7106599,-73.7986899,Cheap
3,2.0,3.4149733479708178,11234,Kings County,BROOKLYN`S 4 U REALTY,Multi-family home for sale,40.609816,-73.9084026,Mid
3,2.0,3.230448921378274,11228,Brooklyn,NoBroker,Condo for sale,40.6226046,-74.0176964,Mid
4,2.0,3.0927206446840994,10309,Richmond County,Gateway Arms Realty Corp.,House for sale,40.5273247,-74.1983282,Mid
2,2.0,3.339293966003392,10128,New York,Sotheby's International Realty - Downtown Manhattan,Co-op for sale,40.7762825,-73.9453865,Mid
3,2.0,3.0453229787866576,10308,Richmond County,Weichert Realtors Evolution Group,House for sale,40.542861,-74.154978,Mid
4,2.0,3.26528962586083,11230,Kings County,Other,House for sale,40.6274471,-73.961091,Mid
2,2.0,3.339293966003392,10003,New York,ANNE - Anne Weintraub,Co-op for sale,40.7319226,-73.9968197,Mid
2,2.0,2.9876662649262746,10473,Bronx County,Other,Condo for sale,40.806756,-73.853097,Mid
3,1.0,3.339293966003392,11218,Brooklyn,Brown Harris Stevens,Co-op for sale,40.646116,-73.98134,Cheap
1,1.0,2.905256048748451,11223,Brooklyn,RE MAX Real Estate Professionals,Condo for sale,40.6053887,-73.9787595,Mid
1,1.0,2.7965743332104296,11222,Brooklyn,Corcoran Chelsea/Flatiron,Condo for sale,40.7322099,-73.9535842,Mid
4,3.0,3.339293966003392,10024,New York,Douglas Elliman  -111 Fifth Ave,Co-op for sale,40.7910972,-73.9748583,Expensive
1,1.0,2.8756399370041685,11209,Brooklyn,Remax Edge - RE/MAX EDGE,Condo for sale,40.619526,-74.0311577,Mid
3,1.0,3.339293966003392,10034,New York,Brown Harris Stevens - 1926 Broadway,Co-op for sale,40.8667064,-73.9304963,Mid
3,1.0,3.339293966003392,10014,New York,Sotheby's International Realty - Downtown Manhattan,Co-op for sale,40.7313539,-74.0050572,Mid
2,2.0,3.4191293077419758,10022,New York,Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,40.7615061,-73.9717996,Expensive
3,2.0,3.12057393120585,11229,Kings County,Ben Bay Realty Company of Staten Island LLC,House for sale,40.5905162,-73.9233755,Mid
3,2.3738608579684373,3.4102709642521845,11210,Kings County,Other,House for sale,40.6349015,-73.9563944,Mid
3,2.0,2.936513742478893,10306,Richmond County,Ditommaso Real Estate,House for sale,40.5593089,-74.1264964,Mid
1,1.0,3.339293966003392,10016,New York,William Raveis New York City,Contingent,40.7477728,-73.9794793,Mid
2,1.0,2.89707700320942,10301,Staten Island,Ditommaso Real Estate,Co-op for sale,40.6189484,-74.1071576,Cheap
3,2.0,3.339293966003392,10014,New York County,"Garfield, Leslie J. & Co., Inc.",Townhouse for sale,40.7336687,-74.000518,Expensive
4,2.0,3.3042750504771283,10312,Richmond County,Sowae Corp,House for sale,40.5418051,-74.1961086,Cheap
3,2.0,3.1072099696478683,10312,Richmond County,Precious Properties Corp.,House for sale,40.5491914,-74.1660279,Mid
2,2.0,3.339293966003392,10065,New York,Douglas Elliman - 575 Madison Ave,Co-op for sale,40.7670351,-73.970568,Expensive
1,1.0,3.339293966003392,10014,New York,COMPASS,Co-op for sale,40.7343573,-74.0073312,Mid
5,4.0,3.6330642726914992,11215,Kings County,"Garfield, Leslie J. & Co., Inc.",Townhouse for sale,40.6729621,-73.9751283,Expensive
2,1.0,2.921686475483602,10462,The Bronx,Han Tang Realty Inc.,Condo for sale,40.8396194,-73.8587548,Cheap
4,2.0,3.339293966003392,11001,Queens County,Other,House for sale,40.7367436,-73.7039037,Mid
1,1.0,3.339293966003392,11234,Brooklyn,Other,Co-op for sale,40.6192487,-73.9324,Cheap
4,2.0,3.097604328874411,10304,Richmond County,"Homes R Us Realty of NY, Inc.",House for sale,40.6171678,-74.0837135,Cheap
3,2.0,3.230448921378274,11214,Kings County,RE MAX Real Estate Professionals,House for sale,40.6092336,-73.9930917,Mid
2,1.0,2.7403626894942437,11204,Brooklyn,EXIT REALTY TOP PROPERTIES,Condo for sale,40.6141211,-73.9966616,Mid
2,1.0,3.339293966003392,10016,New York,Douglas Elliman - 936 Broadway,Co-op for sale,40.7412239,-73.9813712,Mid
3,2.3738608579684373,3.5282737771670436,11219,Kings County,Oxford Property Group,Townhouse for sale,40.629467,-73.994672,Expensive
2,1.0,3.339293966003392,11421,Queens,Macaluso Realty,Co-op for sale,40.6987743,-73.8529203,Cheap
2,2.0,3.0791812460476247,10075,New York,Other,Co-op for sale,40.7709564,-73.9487946,Mid
2,1.0,3.339293966003392,11374,Queens,J Coco Realty Llc,Co-op for sale,40.7233159,-73.858254,Cheap
3,3.0,3.4375920322539613,11209,Kings County,RE MAX Edge,Multi-family home for sale,40.6281691,-74.0297598,Expensive
3,2.0,3.036628895362161,11207,Kings County,Top Nest Inc,House for sale,40.6567481,-73.8802564,Mid
2,2.0,3.339293966003392,10023,New York,COMPASS,Co-op for sale,40.7731562,-73.9781993,Expensive
1,1.0,2.971739590887778,10003,New York,Brown Harris Stevens,Condo for sale,40.7330327,-73.9891825,Mid
3,2.3738608579684373,3.339293966003392,10013,New York County,Corcoran SoHo,House for sale,40.7213862,-74.0021063,Expensive
4,2.0,3.339293966003392,11417,Queens County,Other,House for sale,40.6757849,-73.8361627,Mid
2,1.0,2.8721562727482928,11372,Queens,EXP Realty,Co-op for sale,40.7517899,-73.88467,Cheap
2,1.0,2.9590413923210934,10306,Staten Island,RE/MAX Elite,Condo for sale,40.5795495,-74.1077209,Cheap
1,2.0,2.942008053022313,10019,New York,City Connections Realty,Condo for sale,40.767078,-73.9831196,Mid
3,1.0,3.339293966003392,10028,New York,COMPASS,Condo for sale,40.778484,-73.9524912,Cheap
3,3.0,3.268577971882843,10019,Manhattan,Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,40.7652485,-73.9824857,Expensive
2,2.0,2.9159272116971158,11354,Queens,E Realty International Corp,Condo for sale,40.7616652,-73.826414,Mid
5,3.0,3.3184807251745174,11432,Queens County,Winzone Realty Inc,House for sale,40.7284032,-73.7803984,Mid
3,2.0,3.0969100130080562,11214,Kings County,eXp Realty BKNY,Co-op for sale,40.5871907,-73.9840965,Mid
3,1.0,2.6334684555795866,10005,New York,Corcoran Park Avenue South,House for sale,40.7068323,-74.0083798,Cheap
5,4.0,3.339293966003392,11207,Kings County,RE MAX Edge,Multi-family home for sale,40.6651608,-73.8881575,Mid
2,2.0,3.1970047280230456,11101,Queens,"Nest Seekers International, Long Island",Condo for sale,40.7457551,-73.9417456,Mid
3,3.0,3.1631613749770184,10314,Richmond County,Katz Realty,House for sale,40.5972983,-74.1347274,Mid
1,1.0,2.8048206787211623,10306,Richmond County,Ashford Homes,Condo for sale,40.5698778,-74.1224355,Cheap
3,1.0,3.339293966003392,11357,Queens,B Square Realty,Co-op for sale,40.7932677,-73.7984822,Mid
2,1.0,3.339293966003392,11372,Queens,Keller Williams Legendary,Pending,40.749416,-73.8796895,Mid
1,1.0,3.339293966003392,11415,Queens,Keller Williams Realty Liberty,Co-op for sale,40.7121373,-73.8277084,Cheap
5,3.0,3.339293966003392,11369,Queens County,Keller Williams Realty Elite,Multi-family home for sale,40.7618985,-73.8758538,Mid
3,2.0,3.5563025007672873,11357,Queens County,Other,House for sale,40.7754585,-73.8125494,Expensive
3,4.0,3.339293966003392,11215,Kings County,Corcoran Park Slope,House for sale,40.6679746,-73.9903952,Expensive
6,4.0,3.3010299956639813,11220,Kings County,Other,Multi-family home for sale,40.6371891,-74.0089766,Mid
2,2.0,3.339293966003392,11374,Queens,Daniel Gale Sotheby's International Realty,Co-op for sale,40.7287304,-73.8540818,Mid
1,1.0,3.339293966003392,10028,New York,eXp Realty NYC,Contingent,40.777093,-73.956552,Cheap
3,1.0,3.339293966003392,10010,New York,COMPASS,Co-op for sale,40.7375456,-73.9836965,Mid
1,1.0,3.339293966003392,10001,New York,Corcoran SoHo,Co-op for sale,40.7536573,-73.9975607,Mid
2,1.0,2.8920946026904804,11368,Queens,EXP Realty,Condo for sale,40.751236,-73.8610379,Mid
3,2.0,2.9542425094393248,10304,Richmond County,"Homes R Us Realty of NY, Inc.",House for sale,40.6158816,-74.0822185,Mid
4,2.0,3.3370597263205246,10314,Richmond County,Katz Realty,House for sale,40.5995725,-74.1264046,Mid
3,2.0,2.9912260756924947,10309,Richmond County,Liberty Chateau Realty Inc,Townhouse for sale,40.5132339,-74.1959753,Mid
1,1.0,3.339293966003392,11374,Queens,Other,Co-op for sale,40.7318958,-73.8599645,Cheap
3,1.0,2.6893088591236203,11355,Queens,Douglas Elliman - Roslyn,Condo for sale,40.7528527,-73.8236711,Mid
2,3.0,3.339293966003392,11357,Queens County,Keller Williams Rlty Landmark,Pending,40.7899772,-73.828053,Mid
1,1.0,3.339293966003392,11374,Queens,East Coast Realty Partners,Co-op for sale,40.725937,-73.8572908,Cheap
3,2.3738608579684373,3.339293966003392,11236,Kings County,CENTURY 21 Achievers,Land for sale,40.6415965,-73.9105958,Cheap
4,4.0,3.4690852991231202,10310,Richmond County,Other,Multi-family home for sale,40.6402659,-74.110402,Mid
1,1.0,3.339293966003392,11372,Queens,Realty Connect Usa L I Inc,Co-op for sale,40.7483992,-73.8795703,Cheap
4,2.0,3.339293966003392,11697,Queens County,Corcoran Park Slope,House for sale,40.5595612,-73.9147409,Mid
3,1.0,2.6180480967120925,10036,New York,NoBroker,Condo for sale,40.7602412,-73.9954328,Mid
4,2.0,3.2727695865517594,11229,Kings County,Corcoran Williamsburg Bedford,Townhouse for sale,40.5975478,-73.9504503,Mid
2,1.0,3.041392685158225,10456,The Bronx,BESMATCH REAL ESTATE,Co-op for sale,40.8310613,-73.8998364,Cheap
3,3.0,3.255272505103306,11236,Kings County,Fillmore Real Estate,Multi-family home for sale,40.6391205,-73.9112362,Mid
5,4.0,3.459392487759231,11372,Queens County,Apple Realty Group Corp,Multi-family home for sale,40.7533323,-73.8951855,Mid
3,1.0,2.6334684555795866,11230,Brooklyn,Douglas Elliman - 325 Court,Co-op for sale,40.6339914,-73.9689071,Cheap
1,1.0,2.714329759745233,11235,Brooklyn,COMPASS,Condo for sale,40.5869759,-73.9514442,Mid
2,2.0,3.339293966003392,10021,New York,Douglas Elliman - 575 Madison Ave,Co-op for sale,40.7708932,-73.9586258,Mid
3,1.0,3.339293966003392,10128,New York,COMPASS,Co-op for sale,40.7772322,-73.9435595,Cheap
1,1.0,2.8195439355418688,11354,Queens,Sany Realty Group Llc,Co-op for sale,40.7739672,-73.8277862,Cheap
2,1.0,2.845098040014257,11230,Brooklyn,RE MAX Edge,Co-op for sale,40.6196386,-73.9707307,Cheap
1,1.0,3.339293966003392,11216,Brooklyn,COMPASS,Co-op for sale,40.677099,-73.9444709,Mid
3,2.3738608579684373,3.339293966003392,10035,New York County,"Nest Seekers International, Westside",Land for sale,40.797735,-73.933806,Mid
2,1.0,2.89707700320942,10462,Bronx County,Parkchester Bronx Realty Inc,Condo for sale,40.8396335,-73.8563772,Cheap
4,2.0,3.255272505103306,11372,Queens,Other,Co-op for sale,40.7487647,-73.8834851,Mid
2,2.0,3.0993352776859577,10029,New York,Sotheby's International Realty - Downtown Manhattan,Condo for sale,40.7917785,-73.9406204,Mid
5,3.0,3.339293966003392,11414,Queens County,Real Broker NY LLC,Multi-family home for sale,40.6542535,-73.8350556,Mid
5,3.0,3.395675785269936,10453,Bronx County,Other,Multi-family home for sale,40.8533225,-73.9171752,Mid
3,2.0,3.1702617153949575,10461,Bronx County,Today Realty Corp.,House for sale,40.8534458,-73.8484651,Mid
4,4.0,3.5589484459780394,10007,New York County,Douglas Elliman - 575 Madison Ave,Townhouse for sale,40.7151591,-74.006685,Expensive
3,3.0,3.339293966003392,11234,Kings County,Cross Country Realty,House for sale,40.6274951,-73.915694,Cheap
2,2.0,3.230448921378274,11374,Queens County,EXP Realty,Pending,40.7183478,-73.858704,Mid
1,1.0,3.339293966003392,11414,Queens,"Century 21 Amiable Realty Group II, Inc.",Co-op for sale,40.6685699,-73.8471189,Cheap
2,1.0,3.339293966003392,10462,The Bronx,Tudor Realty Services Corp. - Tudor Realty Services Corp.,Co-op for sale,40.8531021,-73.8636237,Cheap
3,2.0,3.058426024457005,10463,Bronx County,Howard Hanna | Rand Realty,House for sale,40.87796,-73.9011666,Mid
4,4.0,3.26030994579492,11221,Kings County,Oxford Property Group,Townhouse for sale,40.6901415,-73.9187569,Mid
3,2.3738608579684373,3.2127201544178425,10314,Richmond County,Other,Condo for sale,40.577069,-74.161888,Mid
2,1.0,2.9633155113861114,11207,Brooklyn,Other,Condo for sale,40.6543591,-73.8837899,Cheap
1,1.0,2.787460474518415,10462,Bronx County,RE MAX Distinguished Homes & Properties,Condo for sale,40.840459,-73.8542045,Cheap
3,2.0,3.339293966003392,11369,Queens County,PEERLESS PROPERTIES CORP.,Multi-family home for sale,40.7689418,-73.8785452,Mid
6,2.3738608579684373,3.6476763132408707,11432,Queens County,Other,House for sale,40.7202893,-73.7786927,Expensive
1,1.0,2.929418925714293,11224,Brooklyn,CONTINENT REALTY LLC,Co-op for sale,40.5792324,-73.9713245,Cheap
2,2.0,2.9822712330395684,11216,Brooklyn,Corcoran SoHo,Pending,40.6900217,-73.945006,Mid
3,2.0,3.087781417809542,10469,Bronx County,Julia B. Fee Sotheby's International Realty,House for sale,40.8729069,-73.8596638,Mid
3,2.0,3.093421685162235,11379,Queens County,EXIT ALL SEASONS REALTY,House for sale,40.71397,-73.8970573,Mid
2,2.0,3.1986570869544226,11216,Brooklyn,Corcoran SoHo,Condo for sale,40.6763522,-73.9543474,Mid
3,2.0,3.1351326513767748,10303,Richmond County,Weichert Realtors Evolution Group,Townhouse for sale,40.638522,-74.1646289,Mid
2,2.0,3.0,10312,Staten Island,Other,Condo for sale,40.5406209,-74.1671632,Mid
3,2.0,3.0,11235,Kings County,KORR REALTY,House for sale,40.5907198,-73.956552,Mid
6,3.0,3.339293966003392,11432,Queens County,Charles Rutenberg Realty Inc,House for sale,40.7102471,-73.8049849,Mid
4,2.0,3.3408405498123317,10305,Richmond County,Ben Bay Realty Company of Staten Island LLC,House for sale,40.5991039,-74.067279,Mid
1,1.0,3.339293966003392,10016,New York,William Raveis New York City,Contingent,40.7473555,-73.9813841,Mid
2,2.0,3.339293966003392,10023,New York,Brown Harris Stevens,Co-op for sale,40.7795544,-73.9848893,Mid
4,3.0,3.3585059114902354,11103,Queens County,Tapestry Real Estate of Queens,Multi-family home for sale,40.7580197,-73.9140215,Mid
1,1.0,2.9111576087399764,11249,Brooklyn,Corcoran Park Slope,Condo for sale,40.711969,-73.9649468,Mid
2,2.0,2.94546858513182,11216,Brooklyn,COMPASS,Condo for sale,40.6826476,-73.9434923,Mid
1,1.0,3.339293966003392,10040,New York,Corcoran Chelsea/Flatiron,Co-op for sale,40.8570262,-73.9361002,Mid
4,2.0,3.339293966003392,11433,Queens County,Keller Williams Legendary,Multi-family home for sale,40.7065602,-73.7835572,Mid
1,1.0,2.81424759573192,11209,Brooklyn,"BEN BAY REALTY CO OF BAY RIDGE, LLC",Co-op for sale,40.6259955,-74.0323073,Cheap
3,1.0,3.087781417809542,11375,Queens County,Other,Townhouse for sale,40.7207542,-73.8537801,Mid
3,3.0,3.339293966003392,11412,Queens County,Other,Multi-family home for sale,40.7051893,-73.7542415,Mid
3,2.0,3.12057393120585,11236,Kings County,"Brooklyn Real Property, Inc",House for sale,40.6384339,-73.8899834,Mid
3,4.0,3.5089335260500327,10010,New York County,Corcoran East Side,Condo for sale,40.7423282,-73.9911409,Expensive
3,2.3738608579684373,3.5722906061514177,10035,New York County,Keller Williams Realty NYC Grp,Multi-family home for sale,40.8093495,-73.9398627,Expensive
3,2.0,3.048053173115609,10016,New York,Douglas Elliman - 575 Madison Ave,Condo for sale,40.7420749,-73.9757973,Mid
4,1.0,3.339293966003392,11361,Queens County,Keller Williams Realty Greater Nassau,House for sale,40.7642941,-73.7730781,Mid
3,1.0,2.7015679850559273,10463,The Bronx,Exp Realty,Co-op for sale,40.8789773,-73.916004,Cheap
3,4.0,3.3439990690571615,10314,Richmond County,Keller Williams Realty Greater Nassau,House for sale,40.5955552,-74.1677939,Mid
2,2.0,3.041392685158225,10471,The Bronx,CHIN - Re/Max in The City,Pending,40.9057959,-73.90002,Cheap
3,2.3738608579684373,3.339293966003392,10460,Bronx County,Countrywide Real Estate Inc,Land for sale,40.842629,-73.8665973,Cheap
2,1.0,3.339293966003392,10028,New York,One Manhattan real estate - Upper East Side office,Co-op for sale,40.7741621,-73.9467221,Mid
3,2.3738608579684373,2.7781512503836434,11208,Kings County,Sowae Corp,House for sale,40.6789407,-73.8712984,Cheap
4,2.0,3.555578072772955,10003,New York,Other,Co-op for sale,40.7338734,-73.9921219,Expensive
1,1.0,3.339293966003392,11105,Queens,Halvatzis Realty Inc,Co-op for sale,40.7755886,-73.9082717,Cheap
2,2.0,3.190051417759206,11005,Queens,Charles H. Greenthal Property,Co-op for sale,40.7568337,-73.715194,Mid
5,4.0,3.339293966003392,11367,Queens County,Other,House for sale,40.7399679,-73.826261,Mid
1,1.0,2.8129133566428557,10462,The Bronx,Other,Co-op for sale,40.8522378,-73.8655788,Cheap
1,2.0,3.024895960107485,10312,Richmond County,Matias Real Estate,Townhouse for sale,40.560143,-74.1854357,Cheap
5,4.0,3.4514794051248616,11207,Kings County,Pride Estates,House for sale,40.6816001,-73.8948525,Mid
5,4.0,3.505149978319906,10028,New York,Corcoran East Side,Co-op for sale,40.7781265,-73.9579786,Expensive
3,2.0,3.0791812460476247,11214,Kings County,RE MAX Real Estate Professionals,Pending,40.5883839,-73.9910376,Mid
3,2.0,3.0726174765452368,11365,Queens,Douglas Elliman - Roslyn,Condo for sale,40.7302938,-73.8059248,Mid
3,1.0,3.0704073217401198,10310,Richmond County,Ditommaso Real Estate,Pending,40.6265387,-74.1263932,Mid
7,2.0,3.3609718837259357,10472,Bronx County,Keller Williams Realty NYC Grp,Multi-family home for sale,40.8333931,-73.8727914,Mid
3,1.0,2.6020599913279625,10009,New York,Corcoran SoHo,Co-op for sale,40.7276196,-73.9848906,Cheap
2,2.0,3.1082266563749283,10019,New York,Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,40.7680474,-73.9835169,Expensive
2,1.0,3.339293966003392,10040,New York,COMPASS,Co-op for sale,40.8589654,-73.9316673,Mid
1,1.0,2.8129133566428557,10301,Staten Island,"Neuhaus Realty, Inc.",Contingent,40.6185653,-74.0948312,Cheap
3,2.0,3.2211533219547053,11234,Kings County,Other,House for sale,40.6137691,-73.9416652,Mid
3,2.0,2.9777236052888476,11354,Queens County,E House Realty & Mgt. Inc.,Land for sale,40.7644631,-73.8297531,Mid
3,2.0,3.339293966003392,11414,Queens County,Douglas Elliman - Syosset,House for sale,40.6511946,-73.8405509,Mid
1,1.0,3.339293966003392,10018,New York,Douglas Elliman - 1995 Broadway,Co-op for sale,40.7538054,-73.9935323,Cheap
2,2.0,3.17868923977559,10012,New York,Brown Harris Stevens,Condo for sale,40.7217442,-73.998107,Expensive
2,1.0,3.339293966003392,10033,New York,NoBroker,Co-op for sale,40.8499127,-73.9389587,Mid
3,2.0,3.380211241711606,10012,New York,Brown Harris Stevens,Co-op for sale,40.725464,-73.9999212,Expensive
3,2.3738608579684373,2.5809249756756194,11201,Brooklyn,COMPASS,Pending,40.7028922,-73.9860614,Cheap
3,2.0,3.1172712956557644,10314,Richmond County,Taranto Realty,House for sale,40.6213314,-74.1248873,Mid
3,1.0,3.339293966003392,11373,Queens,Douglas Elliman - Bayside,Co-op for sale,40.7420053,-73.8901926,Cheap
3,2.0,2.9822712330395684,10305,Richmond County,Ben Bay Realty Company of Staten Island LLC,House for sale,40.5883038,-74.0928759,Mid
4,3.0,3.2420442393695508,11429,Queens County,Exp Realty,House for sale,40.7107548,-73.7320869,Mid
3,2.0,3.016615547557177,10019,New York,Corcoran Chelsea/Flatiron,Condo for sale,40.7644959,-73.9851321,Expensive
2,2.0,3.339293966003392,10128,New York,Brown Harris Stevens,Co-op for sale,40.7852991,-73.9571579,Expensive
3,2.0,3.1072099696478683,10304,Richmond County,"Robert DeFalco Realty, Inc.",Townhouse for sale,40.6155659,-74.0802854,Mid
3,1.0,2.7781512503836434,10023,New York,COMPASS,Condo for sale,40.7717454,-73.9900505,Mid
6,3.0,3.339293966003392,11236,Kings County,5 Boro Realty Corp,Multi-family home for sale,40.6356515,-73.9018458,Mid
4,2.0,3.339293966003392,10016,New York,Brown Harris Stevens,Co-op for sale,40.7494389,-73.9768133,Mid
2,1.0,2.989004615698537,10463,The Bronx,Brown Harris Stevens,Pending,40.8828679,-73.9112962,Cheap
4,2.0,3.1583624920952498,10463,New York County,Douglas Elliman - 3544 Johnson Ave,Townhouse for sale,40.8767388,-73.911189,Mid
3,2.0,3.339293966003392,10473,Bronx County,Winzone Realty Inc,House for sale,40.8109146,-73.853921,Mid
1,1.0,3.339293966003392,10010,New York,Keller Williams NYC,Co-op for sale,40.7371253,-73.9806613,Mid
3,2.3738608579684373,3.065206128054312,10303,Richmond County,Re/Max Edge,Townhouse for sale,40.6249962,-74.1553058,Mid
2,2.0,3.339293966003392,10003,Manhattan,ANNE - Anne Weintraub,Co-op for sale,40.7316673,-73.996478,Expensive
4,4.0,3.4771212547196626,10013,New York,Corcoran SoHo,Condo for sale,40.7227325,-74.0101225,Expensive
1,1.0,2.7781512503836434,11415,Queens,Other,Co-op for sale,40.7085553,-73.8279947,Cheap
2,1.0,3.339293966003392,10012,New York,Douglas Elliman - 1995 Broadway,Pending,40.7293904,-74.0013331,Mid
1,1.0,2.857935264719429,11355,Queens,Jamie & Connie Real Estate Grp,Condo for sale,40.7539009,-73.8261514,Mid
4,2.0,3.1760912590556813,11229,Kings County,RELIABLE SELL & BUY REALTY INC,House for sale,40.5935138,-73.9556712,Mid
3,2.0,3.100370545117563,11234,Kings County,BERGEN BASIN REALTY,House for sale,40.6184347,-73.9113421,Mid
7,3.0,3.365862215402555,11236,Kings County,Coldwell Banker Reliable,House for sale,40.6438485,-73.9016506,Mid
3,2.0,3.1583624920952498,10309,Richmond County,Other,House for sale,40.5159004,-74.2314825,Mid
1,1.0,2.842609239610562,11238,Brooklyn,COMPASS,Condo for sale,40.6802147,-73.9567445,Mid
4,2.0,3.276921132065774,11215,Kings County,COMPASS,Townhouse for sale,40.6674938,-73.9832146,Expensive
2,1.0,2.9907826918031377,10029,New York,Avenues - Headquarters,Condo for sale,40.7897507,-73.9487257,Cheap
4,2.0,3.336859820916809,11234,Kings County,BERGEN BASIN REALTY,House for sale,40.6142439,-73.9015473,Mid
3,3.0,3.6136304349252404,10007,New York,Corcoran SoHo,House for sale,40.7150155,-74.0093372,Expensive
3,1.0,2.60422605308447,11103,Queens,The Bouklis Group - The Bouklis Group Astoria,Condo for sale,40.7680157,-73.9174508,Mid
2,1.0,3.0,11375,Queens,Keller Williams Realty Greater Nassau,Co-op for sale,40.7199582,-73.8357232,Cheap
