BEDS,BATH,SQFT_LOG,ZIPCODE,SUBLOCALITY,BROKERTITLE,TYPE,LATITUDE,LONGITUDE,PRICE_CATEGORY
6,4.0,3.3636119798921444,10466,Bronx County,RE MAX Distinguished Homes & Properties,Multi-family home for sale,40.897885,-73.8562199,Mid
3,2.0,3.1335389083702174,10308,Richmond County,"Neuhaus Realty, Inc.",Contingent,40.5557386,-74.1635281,Mid
2,1.0,3.339293966003392,11372,Queens,COMPASS,Co-op for sale,40.7544847,-73.8740993,Cheap
3,2.3738608579684373,3.3014640731433,11208,Kings County,EXIT REALTY PREMIER,House for sale,40.6681727,-73.8800267,Mid
3,2.3738608579684373,3.339293966003392,11210,Kings County,Sowae Corp,Multi-family home for sale,40.632221,-73.955309,Mid
1,1.0,3.339293966003392,10023,New York,Corcoran East Side,Co-op for sale,40.7717316,-73.9797209,Mid
3,2.0,3.1085650237328344,10305,Richmond County,Coldwell Banker Advantage,House for sale,40.5884822,-74.0735337,Mid
2,2.0,3.218010042984363,10075,New York County,Corcoran Westside Columbus,Condo for sale,40.7720149,-73.9555341,Expensive
4,2.0,3.4291060083326967,10465,Bronx County,CAROZZA NICHOLAS M,House for sale,40.8130775,-73.8063357,Mid
4,3.0,3.216957207361097,11412,Queens County,Unlimited Homes Realty Inc,House for sale,40.6987,-73.761794,Mid
1,1.0,3.339293966003392,11217,Brooklyn,The Agency,Co-op for sale,40.6752414,-73.9729777,Mid
1,1.0,3.339293966003392,10025,New York,COMPASS,Co-op for sale,40.8028416,-73.9670229,Cheap
5,2.3738608579684373,3.4082399653118496,11233,Kings County,COMPASS,Townhouse for sale,40.6848322,-73.9220551,Expensive
2,3.0,3.3656751404559175,10016,New York,The Agency,Condo for sale,40.7486775,-73.9819284,Expensive
1,1.0,3.339293966003392,11106,Queens,Corcoran Park Slope,Co-op for sale,40.762146,-73.9318948,Cheap
2,1.0,3.339293966003392,11367,Queens,Astor Brokerage Ltd,Co-op for sale,40.7352139,-73.8226982,Cheap
1,1.0,3.339293966003392,11372,Queens,COMPASS,Co-op for sale,40.7531191,-73.8818757,Cheap
4,2.0,3.339293966003392,11208,Kings County,Coldwell Banker American Homes,Multi-family home for sale,40.6647996,-73.868117,Mid
3,3.0,3.339293966003392,10023,New York,Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,40.7727705,-73.9787651,Expensive
1,1.0,2.8750612633917,10025,New York,Douglas Elliman - 140 Franklin,Co-op for sale,40.7986646,-73.9678976,Mid
3,2.0,3.287801729930226,11223,Kings County,RE MAX Edge,House for sale,40.6006625,-73.9808106,Mid
3,2.0,3.246252312299322,10304,Richmond County,Other,House for sale,40.6175808,-74.0858322,Mid
3,2.0,3.339293966003392,11421,Queens County,Real Broker NY LLC,House for sale,40.6951138,-73.8648093,Mid
4,2.0,3.4191293077419758,11412,Queens County,Other,House for sale,40.6946313,-73.7540488,Mid
2,2.0,2.9566485792052033,11214,Kings County,E House Realty & Mgt. Inc.,Condo for sale,40.5855131,-73.9883977,Mid
3,1.0,3.1760912590556813,10023,New York,Corcoran East Side,Pending,40.7778949,-73.9750972,Mid
2,2.0,3.076640443670342,10463,The Bronx,COMPASS,Co-op for sale,40.8825618,-73.9212739,Mid
3,3.0,3.443106456737266,10304,Richmond County,EXP Realty,Contingent,40.6069353,-74.0933004,Mid
1,1.0,2.8686444383948255,11223,Brooklyn,HIGH CLASS REALTY SB LLC.,Condo for sale,40.604365,-73.9757485,Mid
3,1.0,3.339293966003392,10016,New York,Other,Co-op for sale,40.7450423,-73.9839731,Cheap
3,2.3738608579684373,3.339293966003392,10013,New York County,Corcoran SoHo,House for sale,40.7213862,-74.0021063,Expensive
3,1.0,3.0791812460476247,11235,Brooklyn,KORR REALTY,Co-op for sale,40.590397,-73.935927,Cheap
3,4.0,3.3434085938038574,10304,Richmond County,Re/Max Edge,House for sale,40.611142,-74.0905357,Mid
1,1.0,3.339293966003392,11372,Queens,Keller Williams Realty Greater Nassau,Co-op for sale,40.7512505,-73.8814433,Cheap
1,1.0,2.8603380065709936,11360,Queens,Keller Williams Rlty Landmark,Pending,40.7865988,-73.7862803,Mid
2,1.0,3.339293966003392,11360,Queens,Other,Co-op for sale,40.7838199,-73.78072,Cheap
3,2.0,3.447623097760286,10011,New York,COMPASS,Condo for sale,40.736841,-73.99679,Expensive
1,1.0,2.7993405494535817,10025,New York,Corcoran East Side,Multi-family home for sale,40.8032133,-73.9648078,Mid
6,3.0,3.3483048630481607,10463,Bronx County,Other,Multi-family home for sale,40.8760983,-73.9021193,Mid
4,2.0,3.339293966003392,10002,New York County,LoHo Realty Inc,Co-op for sale,40.7147871,-73.9809765,Mid
3,1.0,2.6989700043360187,10471,The Bronx,"John Edwards Real Estate, Inc.",Co-op for sale,40.8952914,-73.9089308,Cheap
2,1.0,3.06595298031387,10004,New York,Other,Condo for sale,40.7061841,-74.0156098,Mid
2,1.0,2.9030899869919438,11418,Queens,Douglas Elliman - Bayside,Condo for sale,40.7045515,-73.8356118,Mid
4,2.0,3.339293966003392,11368,Queens County,E Realty International Corp,House for sale,40.7506139,-73.851888,Mid
3,2.0,3.058426024457005,11357,Queens County,Douglas Elliman - Bayside,House for sale,40.784332,-73.8045713,Mid
2,2.0,3.0,10128,New York,Corcoran Park Avenue South,Condo for sale,40.7805098,-73.9523992,Mid
3,4.0,3.5221833176186865,10301,Richmond County,Momentum Real Estate Llc,House for sale,40.619844,-74.0889182,Mid
3,2.0,3.28397928423848,10314,Richmond County,RE MAX Real Estate Professionals,House for sale,40.594143,-74.1658674,Mid
5,3.0,3.339293966003392,11418,Queens County,Coldwell Banker American Homes,Pending,40.6941485,-73.8335209,Mid
6,2.0,3.4913616938342726,10303,Richmond County,Liberty Chateau Realty Inc,Foreclosure,40.6268305,-74.1471405,Mid
2,1.0,3.339293966003392,10003,New York,Douglas Elliman - 140 Franklin,Co-op for sale,40.7301239,-73.9834424,Mid
1,1.0,2.785329835010767,11357,New York,New York Residential R E,Co-op for sale,40.7398044,-73.9980373,Cheap
3,2.0,3.185825359612962,10469,Bronx County,RE MAX Distinguished Homes & Properties,House for sale,40.8697604,-73.8408611,Mid
3,2.0,3.339293966003392,11212,Kings County,KELLER WILLIAMS REALTY LANDMARK II,House for sale,40.6603335,-73.9008479,Mid
5,2.0,3.2528530309798933,10473,Bronx County,EXIT REALTY PRIVATE CLIENT,House for sale,40.8102903,-73.8573667,Mid
1,1.0,2.9542425094393248,10463,New York,Other,Co-op for sale,40.8763984,-73.9184692,Cheap
6,3.0,3.452859335795852,10465,Bronx County,Keller Williams Ny Realty,Multi-family home for sale,40.8343936,-73.8221101,Mid
5,2.0,3.339293966003392,11232,Kings County,Douglas Elliman - Roslyn,Multi-family home for sale,40.658549,-73.9981704,Mid
3,2.0,3.1832698436828046,10019,New York,"Nest Seekers International, Tribeca",Condo for sale,40.7631417,-73.9906014,Expensive
4,3.0,3.3344537511509307,11228,Kings County,JM Properties,Multi-family home for sale,40.6116673,-74.0113637,Mid
1,1.0,3.339293966003392,10025,Manhattan,Highline Residential - Highline Residential,Co-op for sale,40.8048821,-73.966726,Mid
3,2.0,3.1743505974793798,10024,New York,Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,40.7847793,-73.9778528,Mid
1,1.0,2.845098040014257,10023,New York,Corcoran Chelsea/Flatiron,Co-op for sale,40.776434,-73.9771489,Mid
4,4.0,3.357934847000454,10308,Richmond County,American Homes Group,Multi-family home for sale,40.5505648,-74.1599018,Mid
2,2.0,3.0236639181977933,11228,Kings County,NoBroker,House for sale,40.603279,-74.014377,Mid
3,3.0,3.5996647787884166,11228,Kings County,RE MAX Real Estate Professionals,Multi-family home for sale,40.6083914,-74.0100209,Expensive
2,2.0,3.339293966003392,10024,New York,Other,Co-op for sale,40.784623,-73.9826586,Mid
3,2.0,3.074816440645175,11209,Kings County,"BEN BAY REALTY CO OF BAY RIDGE, LLC",House for sale,40.6229377,-74.0298947,Mid
5,3.0,3.339293966003392,11418,Queens County,Real Broker NY LLC,House for sale,40.695043,-73.832656,Mid
1,1.0,2.926856708949692,11235,Brooklyn,"MAXIMILLION REALTY, INC.",Co-op for sale,40.5894827,-73.9395372,Cheap
3,2.0,3.255272505103306,10314,Richmond County,Berns Agency,House for sale,40.6105648,-74.1237991,Mid
4,2.0,3.077731179652392,10308,Richmond County,Prodigy Real Estate Inc.,House for sale,40.5598117,-74.1585168,Mid
1,1.0,2.762678563727436,11221,Brooklyn,Bond New York- Columbus Circle,Condo for sale,40.6915011,-73.9156479,Mid
3,2.0,3.060697840353612,10471,The Bronx,Other,Co-op for sale,40.8952914,-73.9089308,Cheap
3,1.0,3.339293966003392,10021,New York,Brown Harris Stevens - 445 Park Avenue,Co-op for sale,40.7662222,-73.9516342,Mid
3,2.0,3.339293966003392,11207,Kings County,Other,House for sale,40.6574259,-73.8808077,Mid
2,1.0,2.929418925714293,10471,The Bronx,"Robert E. Hill, Inc.",Co-op for sale,40.9049354,-73.9060897,Cheap
3,4.0,3.2933625547114453,10023,New York,Douglas Elliman - 575 Madison Ave,Co-op for sale,40.7794765,-73.9854258,Expensive
4,4.0,3.567966906823154,10019,New York,Brown Harris Stevens - 445 Park Avenue,Condo for sale,40.7646573,-73.9744439,Expensive
2,2.0,3.030194785356751,10038,New York,"Nest Seekers International, Midtown",Condo for sale,40.7081041,-74.0074731,Mid
5,4.0,3.6263403673750423,10014,New York County,Douglas Elliman  -111 Fifth Ave,Multi-family home for sale,40.7328257,-74.0048853,Expensive
4,4.0,3.339293966003392,11225,Kings County,Brown Harris Stevens,Townhouse for sale,40.6577472,-73.9484157,Mid
3,2.0,3.339293966003392,10471,Bronx County,TREBACH REALTY INC,House for sale,40.9086225,-73.9024315,Mid
4,4.0,3.339293966003392,10028,New York,Douglas Elliman - 690 Washington,Co-op for sale,40.7789146,-73.9619806,Expensive
2,2.0,2.9030899869919438,11355,Queens,CENTURY 21 Homefront,Condo for sale,40.7603904,-73.8194905,Mid
1,1.0,3.0,10022,New York,Douglas Elliman - 575 Madison Ave,Co-op for sale,40.7548672,-73.964448,Mid
5,3.0,3.339293966003392,11233,Kings County,Other,House for sale,40.677921,-73.9277691,Mid
3,3.0,3.339293966003392,10019,New York County,Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,40.7661258,-73.9779145,Expensive
3,1.0,3.1136091510730277,10301,Staten Island,Matias Real Estate,Condo for sale,40.6403656,-74.0737574,Mid
1,1.0,3.339293966003392,10016,New York,COMPASS,Co-op for sale,40.743373,-73.983626,Mid
2,1.0,2.929418925714293,10471,The Bronx,Re/Max In The City,Condo for sale,40.9058413,-73.8981827,Cheap
3,1.0,2.6989700043360187,10032,New York,Spire Group Inc.- Main Office,Condo for sale,40.8374911,-73.9456039,Cheap
2,2.0,2.9854264740830017,11354,Queens,Chase Global Realty Corp,Condo for sale,40.7684458,-73.8313888,Mid
3,2.0,3.1335389083702174,11209,Kings County,RE MAX Real Estate Professionals,House for sale,40.6214197,-74.0328467,Mid
5,4.0,3.339293966003392,11356,Queens County,Other,Multi-family home for sale,40.7933742,-73.8458392,Mid
3,3.0,3.452553063228925,11234,Kings County,TALK OF THE TOWN REALTY C,House for sale,40.6324811,-73.9306778,Mid
2,2.0,3.339293966003392,11234,Kings County,Coldwell Banker American Homes,House for sale,40.6134102,-73.927727,Mid
5,3.0,3.1048284036536553,11429,Queens County,Other,House for sale,40.7084501,-73.7316272,Mid
3,3.0,3.4398062113933303,10005,New York,COMPASS,Condo for sale,40.7075029,-74.011653,Expensive
3,3.0,3.2430380486862944,11354,Queens,Prospes Real Estate Corp,Condo for sale,40.7654814,-73.8178731,Mid
1,1.0,3.339293966003392,11357,Queens County,Other,Co-op for sale,40.7828417,-73.8000905,Cheap
3,2.3738608579684373,3.339293966003392,11230,Brooklyn,BROWN HARRIS STEVENS BROOKLYN LLC,Co-op for sale,40.6278433,-73.9564523,Cheap
2,1.0,2.949390006644913,11106,Queens,Keller Williams NYC,Condo for sale,40.7592629,-73.9257407,Mid
1,1.0,2.806179973983887,11224,Coney Island,J. Sikar Realty,Condo for sale,40.5755355,-73.9735905,Cheap
3,4.0,3.3161800988934527,11357,New York,The Bouklis Group - The Bouklis Group Astoria,House for sale,40.7400544,-73.9903941,Expensive
4,4.0,3.574031267727719,10014,New York County,Serhant,Townhouse for sale,40.7363228,-74.0064402,Expensive
3,1.0,3.339293966003392,11375,Queens,RE/MAX City Square,Co-op for sale,40.7284499,-73.8492399,Cheap
6,2.0,3.339293966003392,10458,Bronx County,Lavilla Homes Inc,Multi-family home for sale,40.8655935,-73.8916669,Mid
3,2.0,3.155336037465062,10305,Richmond County,Coldwell Banker Advantage,Contingent,40.6149561,-74.0745548,Mid
6,2.0,3.515476441382376,11234,Kings County,COMPASS,Townhouse for sale,40.6065609,-73.906028,Expensive
3,2.0,3.087781417809542,10306,Richmond County,Winzone Realty Inc,House for sale,40.5604695,-74.1018925,Cheap
3,1.0,2.7466341989375787,10016,New York,Brown Harris Stevens - 445 Park Avenue,Condo for sale,40.7502793,-73.9795235,Mid
5,2.0,3.339293966003392,11204,Kings County,COMPASS REALTY CENTRAL INC,Multi-family home for sale,40.6165009,-73.9885469,Mid
2,1.0,3.0,11375,Queens,Other,Co-op for sale,40.7213566,-73.8414009,Cheap
4,2.0,3.6532125137753435,10010,New York County,Corcoran Chelsea/Flatiron,House for sale,40.739891,-73.9882646,Expensive
4,2.0,3.339293966003392,11422,Queens County,CENTURY 21 Professional Realty,House for sale,40.6729779,-73.7330064,Mid
3,1.0,3.339293966003392,10023,New York,R New York,Contingent,40.7767637,-73.9843469,Mid
1,1.0,2.8750612633917,10470,The Bronx,Houlihan Lawrence,Co-op for sale,40.8995193,-73.8623678,Cheap
1,2.0,3.010723865391773,10028,New York County,COMPASS,Co-op for sale,40.7754939,-73.9466592,Mid
3,2.0,3.339293966003392,10455,The Bronx,EXP Realty,Condo for sale,40.8203804,-73.9109368,Cheap
3,2.3738608579684373,3.339293966003392,11215,Kings County,Corcoran Park Slope,House for sale,40.6637132,-73.9806843,Expensive
2,1.0,2.989004615698537,11214,Kings County,Douglas Elliman - 237 Smith St,Co-op for sale,40.5989402,-73.9939759,Mid
1,2.0,2.8692317197309762,10471,New York,Douglas Elliman - 3544 Johnson Ave,Co-op for sale,40.9127295,-73.9022248,Cheap
3,1.0,2.6989700043360187,11432,Queens,Keller Williams Realty Greater Nassau,Co-op for sale,40.7122499,-73.78851,Cheap
3,2.0,3.339293966003392,11234,Kings County,Brown Harris Stevens - 100 Seventh Avenue,Townhouse for sale,40.6191897,-73.939392,Mid
2,2.0,3.339293966003392,11360,Queens,Keller Williams Legendary,Co-op for sale,40.784673,-73.775263,Cheap
1,1.0,3.0073209529227447,11694,Queens,Other,Co-op for sale,40.5781687,-73.8586706,Cheap
3,3.0,3.380211241711606,11234,Kings County,Bedford Brownstone Realty LLC,Multi-family home for sale,40.6332797,-73.9249485,Mid
4,4.0,3.469822015978163,11209,Kings County,Keller Williams Points North,House for sale,40.6286854,-74.0372417,Expensive
2,2.0,3.042181594515766,10473,Bronx County,YourHomeSold Guarantee Realty,Condo for sale,40.806951,-73.853401,Cheap
4,2.0,3.2258259914618934,11420,Queens County,Other,House for sale,40.6747343,-73.8239749,Mid
3,1.0,3.339293966003392,10011,New York,Douglas Elliman - 1995 Broadway,Co-op for sale,40.734266,-73.9987024,Cheap
3,1.0,2.8169038393756605,10462,The Bronx,Other,Co-op for sale,40.8560699,-73.8688751,Cheap
3,2.0,3.339293966003392,10128,New York,COMPASS,Condo for sale,40.7787875,-73.9473234,Mid
6,2.0,3.1072099696478683,10475,Bronx County,WW Realty Group Inc,House for sale,40.8808173,-73.8350832,Mid
3,2.3738608579684373,3.339293966003392,11235,Kings County,BERKSHIRE HATHAWAY,Land for sale,40.5802632,-73.9638613,Mid
2,2.0,3.339293966003392,10022,New York,Brown Harris Stevens - 445 Park Avenue,Co-op for sale,40.7581185,-73.9620574,Mid
4,2.0,3.1749315935284423,10312,Richmond County,Ozana Realty Group,House for sale,40.5533858,-74.1974018,Mid
3,2.3738608579684373,3.339293966003392,11207,Kings County,Other,Land for sale,40.6753179,-73.9008593,Cheap
1,1.0,2.8959747323590648,11214,Kings County,"Fillmore Real Estate Fusion Team, INC.",Condo for sale,40.5856282,-73.9879851,Cheap
3,2.0,3.041392685158225,10306,Richmond County,Keller Williams Realty Empire,House for sale,40.5784263,-74.105437,Mid
4,2.0,3.129689892199301,10461,The Bronx,Other,Pending,40.84296,-73.8312695,Mid
3,2.3738608579684373,3.339293966003392,11236,Kings County,Corcoran East Side,Pending,40.6388264,-73.8846089,Mid
2,2.0,3.339293966003392,11201,Brooklyn,R New York,Co-op for sale,40.6965776,-73.9883987,Mid
3,1.0,3.339293966003392,11432,Queens,CENTURY 21 Milestone Realty,Co-op for sale,40.7095699,-73.79113,Cheap
1,1.0,3.339293966003392,11377,Queens,Voro Llc,Co-op for sale,40.7439196,-73.8992843,Cheap
1,1.0,3.339293966003392,10024,New York,COMPASS,Co-op for sale,40.7863158,-73.9702042,Mid
3,2.3738608579684373,3.339293966003392,10466,Bronx County,Other,Land for sale,40.8841699,-73.8388387,Cheap
5,2.0,3.339293966003392,11377,Queens County,E Realty International Corp,House for sale,40.7358829,-73.8988063,Mid
2,2.0,3.2430380486862944,10011,New York,Corcoran Chelsea/Flatiron,House for sale,40.7388719,-73.9929549,Expensive
1,1.0,2.812244696800369,11372,Queens,Keller Williams Rlty Landmark,Co-op for sale,40.7520799,-73.88188,Cheap
3,1.0,2.6989700043360187,11372,Queens,Century Homes Realty Group LLC,Co-op for sale,40.7525699,-73.87724,Cheap
1,1.0,3.339293966003392,11414,Queens,"Century 21 Amiable Realty Group II, Inc.",Co-op for sale,40.667401,-73.8470063,Cheap
2,2.0,2.9030899869919438,11223,Kings County,RE MAX Real Estate Professionals,House for sale,40.603454,-73.9756682,Mid
4,2.0,3.226342087163631,10309,Richmond County,Weichert Realtors Evolution Group,House for sale,40.5307866,-74.2217959,Mid
6,3.0,3.3273589343863303,11214,New York,RE MAX Elite,Multi-family home for sale,40.5895073,-73.9855167,Mid
2,2.0,2.8512583487190755,11354,Queens,NoBroker,Condo for sale,40.7639577,-73.8325965,Mid
7,3.0,3.3062105081677613,11220,Kings County,RE MAX Edge,Multi-family home for sale,40.6384136,-74.0305401,Mid
3,2.0,3.113943352306837,11375,Queens,Nexthome All Island,Co-op for sale,40.7379227,-73.8470718,Cheap
3,2.3738608579684373,3.339293966003392,11212,Kings County,Soverign Homes Realty Inc,Land for sale,40.6743408,-73.9056237,Cheap
3,2.3738608579684373,3.339293966003392,10312,Richmond County,Other,Land for sale,40.525422,-74.166603,Expensive
6,4.0,3.339293966003392,11370,Queens County,Halvatzis Realty Inc,Multi-family home for sale,40.77038,-73.8961042,Mid
6,4.0,3.339293966003392,11229,Kings County,Charles Rutenberg Realty Inc,Pending,40.5877991,-73.9216187,Mid
4,2.0,3.339293966003392,10466,Bronx County,Budget Real Estate Nyc Inc,House for sale,40.8807198,-73.8445368,Mid
1,1.0,3.339293966003392,11360,Brooklyn,COMPASS,Co-op for sale,40.6456538,-73.9636266,Cheap
1,1.0,3.339293966003392,10033,New York County,Corcoran West Side,Co-op for sale,40.8522694,-73.939181,Cheap
4,1.0,3.339293966003392,11412,Queens County,Real Broker NY LLC,House for sale,40.6936825,-73.7495584,Mid
3,2.0,3.339293966003392,11418,Queens County,Other,Multi-family home for sale,40.6899814,-73.8185297,Mid
3,3.0,3.339293966003392,11236,Kings County,PULLINI REALTY CORP.,Multi-family home for sale,40.6370243,-73.909613,Mid
2,2.0,3.339293966003392,10035,New York,Brown Harris Stevens - 445 Park Avenue,Co-op for sale,40.8014385,-73.9434676,Mid
4,3.0,3.3281756614383227,11004,Queens County,EXIT REALTY PRIME,House for sale,40.7474641,-73.704456,Mid
3,3.0,3.255272505103306,10024,New York County,Corcoran East Side,Co-op for sale,40.7870704,-73.9729362,Mid
2,2.0,3.0791812460476247,10463,The Bronx,Other,Co-op for sale,40.8881345,-73.9162336,Mid
3,2.0,3.339293966003392,11203,Kings County,Keller Williams Legendary,House for sale,40.6494096,-73.9332856,Mid
3,2.0,3.4097641042663462,10002,New York County,COMPASS,Townhouse for sale,40.720727,-73.9928511,Expensive
1,1.0,2.7134905430939424,10024,New York,Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,40.7835114,-73.9776775,Mid
1,2.0,3.083860800866573,11005,Queens,Charles H. Greenthal Property,Co-op for sale,40.7564761,-73.7212008,Mid
3,2.0,3.095169351431755,10463,The Bronx,Corcoran Park Slope,Condo for sale,40.8861342,-73.90767,Mid
2,1.0,2.9542425094393248,11360,Queens,Keller Williams Rlty Landmark,Co-op for sale,40.7877465,-73.7810708,Cheap
3,2.3738608579684373,3.253580289562183,10314,Richmond County,Homefinders of SI Inc.,Townhouse for sale,40.5763909,-74.1631382,Mid
3,3.0,3.3533390953113047,11236,Kings County,Unlimited Homes Realty Inc,House for sale,40.641648,-73.9064568,Mid
6,4.0,3.329194415088451,11234,Kings County,Citadel Circle Realty,Multi-family home for sale,40.6231593,-73.9073789,Mid
6,3.0,3.380211241711606,11234,Kings County,BROOKLYN`S 4 U REALTY,Multi-family home for sale,40.6309272,-73.9303563,Mid
6,2.3738608579684373,3.480581786829169,11362,Queens County,Jamie & Connie Real Estate Grp,House for sale,40.765022,-73.7422005,Mid
7,2.0,3.617000341120899,10457,Bronx County,"Erealty Advisors, Inc",Multi-family home for sale,40.8451935,-73.9036716,Mid
1,2.0,3.041392685158225,10010,New York,Douglas Elliman  -111 Fifth Ave,Co-op for sale,40.7388141,-73.9855043,Mid
2,1.0,2.963787827345555,11207,Brooklyn,Other,Condo for sale,40.654871,-73.8847697,Cheap
3,3.0,3.568201724066995,10002,New York,Elegran Real Estate And Development,Condo for sale,40.7231518,-73.9927218,Expensive
4,4.0,3.5345337560051155,11216,Kings County,Corcoran Park Slope,House for sale,40.6727282,-73.9497962,Expensive
3,1.0,3.339293966003392,10025,New York,Douglas Elliman  -111 Fifth Ave,Co-op for sale,40.7983784,-73.9712947,Mid
3,2.0,3.1760912590556813,10463,The Bronx,Brown Harris Stevens- 3531 Johnson Avenue,Co-op for sale,40.8818819,-73.921791,Mid
4,4.0,3.5728716022004803,10025,New York County,Other,Townhouse for sale,40.7918625,-73.9667605,Expensive
1,1.0,2.7781512503836434,10019,New York,E Realty International Corp,Co-op for sale,40.7662847,-73.9843344,Mid
3,2.0,3.1684974835230326,11224,Brooklyn,RE MAX Edge,Pending,40.574905,-74.0036857,Mid
4,3.0,3.255272505103306,11225,Kings County,RE MAX Real Estate Professionals,House for sale,40.6644629,-73.951745,Mid
4,2.3738608579684373,3.6406801532776654,10024,New York County,Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,40.7895088,-73.9778147,Expensive
1,1.0,2.824776462475546,11235,Brooklyn,Oxford Property Group,Condo for sale,40.5783101,-73.9670934,Cheap
3,2.0,3.0269416279590295,11234,Kings County,Other,House for sale,40.6215026,-73.9066372,Mid
2,2.0,3.0791812460476247,10463,The Bronx,Douglas Elliman - 3544 Johnson Ave,Co-op for sale,40.8876529,-73.909649,Cheap
1,2.0,3.1271047983648077,11221,Brooklyn,Other,Condo for sale,40.6928399,-73.9131908,Mid
1,1.0,2.8750612633917,10471,The Bronx,Brown Harris Stevens- 3531 Johnson Avenue,Co-op for sale,40.9047804,-73.9057444,Cheap
4,2.3738608579684373,3.339293966003392,11420,Queens County,Other,Multi-family home for sale,40.6803198,-73.8281794,Mid
3,2.0,3.339293966003392,11419,Queens County,NoBroker,Townhouse for sale,40.6863457,-73.8292298,Mid
3,2.0,3.1583624920952498,11204,Kings County,Ben Bay Realty Company of Staten Island LLC,House for sale,40.6094603,-73.9831636,Mid
1,2.0,3.084576277934331,11005,Queens,Douglas Elliman - Roslyn,Co-op for sale,40.7564761,-73.7212008,Cheap
4,2.0,3.3005954838899636,10461,Bronx County,Han Tang Realty Inc.,Multi-family home for sale,40.8527278,-73.833506,Mid
3,2.0,3.1245042248342823,10314,Richmond County,Jessica Viola,Townhouse for sale,40.6167336,-74.1578631,Mid
4,3.0,3.339293966003392,10024,New York County,Corcoran West Side Gallery,Co-op for sale,40.7835147,-73.9748183,Expensive
4,2.0,3.3010299956639813,11207,Kings County,Sowae Corp,House for sale,40.6694978,-73.8897534,Cheap
4,2.0,3.295567099962479,10312,Richmond County,Other,House for sale,40.5387812,-74.193378,Mid
2,1.0,3.255272505103306,10312,New York,"Neuhaus Realty, Inc.",House for sale,40.5240723,-74.1710503,Expensive
1,1.0,2.8129133566428557,11209,Brooklyn,Nyc Realty Brokers Llc,Co-op for sale,40.6308291,-74.0250165,Cheap
4,2.0,3.1522883443830563,10461,Bronx County,Other,Multi-family home for sale,40.8547724,-73.8583315,Mid
4,4.0,3.093421685162235,10312,Richmond County,"Robert DeFalco Realty, Inc.",Contingent,40.5546832,-74.1780566,Mid
2,2.0,3.161368002234975,10463,Riverdale,Brown Harris Stevens- 3531 Johnson Avenue,Co-op for sale,40.8868607,-73.9129726,Cheap
6,4.0,3.339293966003392,10075,New York,COMPASS,Co-op for sale,40.775111,-73.958515,Expensive
4,4.0,3.667452952889954,11215,Kings County,Corcoran Park Slope,Townhouse for sale,40.6685976,-73.975142,Expensive
2,2.0,3.0791812460476247,10005,New York,Corcoran Chelsea/Flatiron,Condo for sale,40.7069308,-74.0085978,Mid
3,1.0,3.339293966003392,11420,Queens County,Coldwell Banker American Homes,House for sale,40.6776809,-73.8166457,Mid
5,2.0,3.255272505103306,11385,Queens County,Other,Multi-family home for sale,40.7085881,-73.8934355,Mid
3,1.0,3.1547282074401557,10303,Richmond County,"Robert Defalco Realty, Inc.",House for sale,40.6384738,-74.1714633,Cheap
3,2.3738608579684373,3.3014640731433,11208,Kings County,EXIT REALTY PREMIER,House for sale,40.6681727,-73.8800267,Mid
1,2.3738608579684373,3.7323937598229686,11222,Kings County,COMPASS,Pending,40.7248276,-73.9446616,Expensive
3,2.0,3.104487111312395,11209,Brooklyn,Keller Williams NYC,Condo for sale,40.6295982,-74.0275565,Mid
2,2.0,3.339293966003392,10065,New York,Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,40.7651716,-73.9678719,Mid
1,1.0,3.339293966003392,10463,The Bronx,"Foxworth Realty, Inc.",Co-op for sale,40.880985,-73.9102329,Cheap
4,2.0,3.225309281725863,10314,Richmond County,"Homes R Us Realty of NY, Inc.",House for sale,40.6217558,-74.1413145,Mid
4,2.0,3.3010299956639813,10314,Richmond County,RE MAX Elite,House for sale,40.6199521,-74.1237895,Mid
6,2.0,3.339293966003392,11368,Queens County,RE/MAX Team,Multi-family home for sale,40.7608129,-73.8669195,Mid
2,2.0,2.9278834103307068,11366,Queens,COMPASS,Condo for sale,40.7209348,-73.808761,Mid
4,3.0,3.3344537511509307,10463,The Bronx,The Bouklis Group - The Bouklis Group Astoria,Townhouse for sale,40.8678944,-73.9078533,Mid
1,1.0,2.7958800173440754,11209,Brooklyn,RE MAX Elite,Co-op for sale,40.6147332,-74.0337807,Cheap
6,2.0,3.339293966003392,11379,Queens County,Crifasi Real Estate Inc,Multi-family home for sale,40.7124648,-73.8767192,Mid
1,1.0,2.833147111912785,11209,Brooklyn,COMPASS,Co-op for sale,40.6351164,-74.0311609,Cheap
3,2.3738608579684373,3.339293966003392,10305,Richmond County,JM Properties,Land for sale,40.5771876,-74.0829699,Cheap
3,2.0,3.1598678470925665,10310,New York,Other,Multi-family home for sale,40.6365321,-74.1218622,Mid
3,2.0,3.041392685158225,10471,The Bronx,Other,Co-op for sale,40.908552,-73.896916,Cheap
